序號,國別,片名,上映日,出品,院數,總日數,總金額,總票數,首週票房,週末總票房
2348,美國,德州電鋸殺人狂前傳：皮面人,2020/09/04,RELAY MOTION KFT.,40,34,2516986.0000,10762,2039510.0000,1450187.0000
2349,美國,笨賊樂盜家,2016/10/07,ARMORED CAR PRODUCTIONS  LLC,41,15,2513174.0000,10850,2287568.0000,1528753.0000
2350,美國,魔戒三部曲：王者再臨,2021/04/29,WARNER BROS. PICTURES INTERNATIONAL.,31,20,2508175.0000,7620,1545348.0000,1584530.0000
2351,美國,惡鄰纏身2,2016/05/06,美國環球影片公司,75,44,2507163.0000,13706,1687311.0000,1201063.0000
2352,美國,特斯拉,2020/09/30,MILLENNIUM MEDIA  INC.,69,64,2505450.0000,11758,1970085.0000,1372460.0000
2353,美國,哈佛沒教的幸福課,2017/09/08,RADIANT FILMS INTERNATIONAL LLC、CARRIE PILBY PRODUCTIONS LLC,9,41,2502663.0000,10964,1234644.0000,1568618.0000
2354,美國,科技浩劫,2016/08/12,INTERNATIONAL FILM TRUST  LLC,35,56,2491632.0000,11355,2253778.0000,1691142.0000
2355,美國,熱氣球飛行家,2019/12/13,AMAZON CONTENT SERVICES LLC,46,35,2478165.0000,11130,2117227.0000,1579850.0000
2356,美國,入魔,2020/10/30,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,94,69,2464478.0000,11709,1921370.0000,1725918.0000
2357,美國,仲夏魘,2019/07/12,A24 INTERNATIONAL  LLC,19,35,2453110.0000,10948,1490707.0000,1470425.0000
2358,美國,霓裳魅影,2018/02/02,UNIVERSAL INTERNATIONAL FILMS LLC,26,71,2444052.0000,11601,1242684.0000,1383307.0000
2359,美國,夢想心樂章,2018/05/11,MISSION PICTURES INTERNATIONAL  LLC,23,48,2427711.0000,10716,941184.0000,1481641.0000
2360,美國,囧媽的極地任務,2019/09/27,METRO-GOLDWYN-MAYER STUDIOS INC.,38,87,2421241.0000,12038,1567552.0000,1568351.0000
2361,美國,結婚計念日,2021/02/19,STUDIOCANAL (“SC”),63,51,2391826.0000,10964,1813231.0000,1825742.0000
2362,美國,限時追捕,2023/04/28,GEM ENTERTAINMENT KFT.,64,28,2367420.0000,10432,1918601.0000,1425649.0000
2363,美國,黑暗騎士：黎明昇起,2012/07/19,WARNER BROS. PICTURES INTERNATIONAL.,72,27,2366416.0000,8404,1089972.0000,1433172.0000
2364,美國,別告訴她,2020/01/03,A24 INTERNATIONAL  LLC,44,67,2347808.0000,10819,1306939.0000,1346533.0000
2365,美國,青春養成記,2023/02/08,BUENA VISTA INTERNATIONAL  INC.,62,44,2346674.0000,9580,1603287.0000,979059.0000
2366,美國,亂世佳人,1939/01/01,Park Circus Limited,31,46,2338338.0000,9644,1294203.0000,1459838.0000
2367,美國,親愛的大衛,2023/10/13,RELAY MOTION KFT.,66,27,2328879.0000,9483,1730166.0000,1588346.0000
2368,美國,愛情昏迷中,2017/09/08,(匈牙利)GEM ENTERTAINMENT KFT.,25,46,2322353.0000,10206,1450117.0000,1483273.0000
2369,美國,記憶拼圖,2002/02/22,FREEWAY ENTERTAINMENT KFT.,43,46,2300332.0000,9674,1313087.0000,1257282.0000
2370,美國,一個人的朝聖,2023/08/04,Embankment Films Ltd.,27,53,2297453.0000,10151,950388.0000,1421716.0000
2371,美國,千萬別放手,2024/09/27,RELAY MOTION KFT.,76,29,2282464.0000,9249,1840775.0000,1443662.0000
2372,美國,異人族(數位IMAX 2D版),2017/09/01,BUENA VISTA INTERNATIONAL INC.,9,14,2255045.0000,7261,1665144.0000,1567463.0000
2373,美國,終極異噬界,2021/03/12,FREEWAY ENTERTAINMENT KFT.,63,25,2215430.0000,9797,1661703.0000,1524436.0000
2374,美國,蝙蝠俠：開戰時刻,2005/06/15,WARNER BROS. PICTURES INTERNATIONAL.,72,26,2202331.0000,8326,1350455.0000,1458192.0000
2375,美國,殺手迴戰,2023/02/24,RELAY MOTION KFT.,67,22,2201229.0000,9735,1982997.0000,1216336.0000
2376,美國,全面封鎖,2017/06/16,(阿拉伯聯合大公國)SOUNDSPACE INTERNATIONAL LIMITED,31,55,2192759.0000,11663,1500259.0000,1442169.0000
2377,美國,守靈魘,2020/07/31,ELLE DRIVER,66,29,2188597.0000,9466,1864823.0000,1404577.0000
2378,美國,勝負反手拍(數位2D版),2017/11/24,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,38,63,2159582.0000,10170,1616653.0000,1410517.0000
2379,美國,2001太空漫遊,2018/06/04,WARNER BROS. PICTURES INTERNATIONAL.,25,52,2117645.0000,8425,1036831.0000,982716.0000
2380,美國,RENAISSANCE: A FILM BY BEYONCÉ,2023/12/21,Trafalgar Releasing Ltd.,10,8,2086473.0000,3950,1905298.0000,1676573.0000
2381,美國,與森林共舞,2016/04/15,BUENA VISTA INTERNATIONAL INC.,44,67,2066764.0000,17122,811716.0000,1311794.0000
2382,美國,偉大的十四世：達賴喇嘛,2023/09/22,Frame of Mind Dilms  Inc,21,51,2058185.0000,9146,853054.0000,1037197.0000
2383,美國,機器戰犬,2018/10/12,LAKESHORE ENTERTAINMENT GROUP LLC,34,56,2039500.0000,9841,1630901.0000,1440865.0000
2384,美國,偷天俠盜團,2021/10/29,RELAY MOTION KFT.,45,21,2011907.0000,8458,1746980.0000,1419032.0000
2385,美國,王牌冤家,2022/02/11,United International Pictures,19,49,2007625.0000,8205,820255.0000,1021125.0000
2386,美國,笑笑羊大電影：外星人來了,2019/09/27,STUDIOCANAL,40,42,1980729.0000,8580,1417202.0000,1456169.0000
2387,美國,毛骨悚然：惡魔重生,2022/09/23,RELAY MOTION KFT.,52,35,1978031.0000,8143,1583953.0000,1338449.0000
2388,美國,刺客密令,2021/09/10,MILLENNIUM MEDIA INC.,45,21,1972121.0000,8352,1565288.0000,1161017.0000
2389,美國,超能追緝,2020/06/24,GEM Entertainment Kft.,61,30,1942909.0000,8571,1607994.0000,1085013.0000
2390,美國,鬼開門,2016/10/21,DR PRODUCTIONS  LLC,47,15,1931063.0000,8450,1751721.0000,1277743.0000
2391,美國,蝙蝠俠：致命玩笑 (加長版),2016/07/23,WARNER BROS. PICTURES INTERNATIONAL.,6,9,1929315.0000,7460,1831637.0000,1024330.0000
2392,美國,死間行動,2022/04/29,RELAY MOTION KFT.,61,37,1908583.0000,8346,1560736.0000,1309002.0000
2393,美國,異種獵殺,2021/01/15,RELAY MOTION KFT.,46,19,1890993.0000,8176,1684912.0000,1315148.0000
2394,美國,電影配樂傳奇,2018/03/09,CINETIC MEDIA,8,40,1873114.0000,8380,778475.0000,973674.0000
2395,美國,戰慄糖果屋,2020/03/06,METRO-GOLDWYN-MAYER STUDIOS INC.,43,26,1863398.0000,8019,1480025.0000,1272187.0000
2396,美國,法律女王,2019/02/27,Storyteller Distribution Co.  LLC pursuant to its arrangements with Participant Media  LLC,23,66,1859822.0000,8720,1052091.0000,1108689.0000
2397,美國,救援生死線,2024/06/21,RELAY MOTION KFT.,78,21,1819003.0000,7787,1662012.0000,1241256.0000
2398,美國,致命窺弒,2020/07/24,GEM ENTERTAINMENT KFT.,63,21,1789063.0000,7677,1571274.0000,1148009.0000
2399,美國,電梯遊戲,2023/07/14,RELAY MOTION KFT.,54,21,1786263.0000,7104,1539129.0000,1044522.0000
2400,美國,法貝爾曼,2023/02/24,UNIVERSAL INTERNATIONAL FILMS LLC,54,63,1781034.0000,7438,1131029.0000,962222.0000
2401,美國,追兇,2017/11/10,LOTUS MEDIA LLC,37,50,1778993.0000,8655,1366888.0000,1191253.0000
2402,美國,魔力女聲,2019/04/19,ME TEEN SPIRIT LIMITED,37,57,1778226.0000,8353,1295110.0000,1299216.0000
2403,美國,怒火狂猴,2024/05/31,UNIVERSAL INTERNATIONAL FILMS LLC,86,57,1772623.0000,7812,1309197.0000,1179397.0000
2404,美國,操控,2021/05/07,GEM ENTERTAINMENT KFT.,55,91,1762609.0000,8048,1559390.0000,1284489.0000
2405,美國,情，敵,2019/03/15,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,28,69,1743491.0000,8720,1214079.0000,1057426.0000
2406,美國,歡迎光臨奇幻城堡,2018/01/22,(英國)PROTAGONIST PICTURES LIMITED,16,42,1731500.0000,7831,1034453.0000,936530.0000
2407,美國,你願意嫁給我老公嗎？,2019/08/30,Cornerstone Films LTD,51,70,1730303.0000,8692,1306092.0000,1104133.0000
2408,美國,我家有個開心農場,2019/09/12,Bos Entertainment Inc. dba The Exchange as sales agent for Farm Lore Films LLC,15,59,1726293.0000,8018,755183.0000,1049988.0000
2409,美國,當愛未成往事,2018/06/22,(英國)EMBANKMENT FILMS LIMITED.,44,40,1722520.0000,8027,1384494.0000,1090475.0000
2410,美國,赴湯蹈火,2016/09/23,COMAN MOVIE  LLC,27,33,1721189.0000,7520,1230450.0000,1004919.0000
2411,美國,生存者,2017/08/04,MOJO CREATIVE LTD,24,21,1708682.0000,7738,1437204.0000,1159072.0000
2412,美國,祕密：夢想的力量,2020/11/13,CM SALES  LLC,49,33,1705112.0000,7403,1219178.0000,975486.0000
2413,美國,沉默的羔羊,1991/09/21,PARK CIRCUS LIMITED,40,56,1699271.0000,7080,947981.0000,1001900.0000
2414,美國,鬼郵輪：瑪麗皇后號,2023/07/21,RELAY MOTION KFT.,60,20,1694840.0000,7036,1518985.0000,1109485.0000
2415,美國,穆荷蘭大道,2017/09/29,(法國)STUDIOCANAL S.A.S,11,42,1678300.0000,7836,821630.0000,794750.0000
2416,美國,天崩颶裂,2021/10/29,Atrium Productions Kft.,47,42,1653707.0000,7260,1291402.0000,1172200.0000
2417,美國,滯留生,2024/03/01,UNIVERSAL INTERNATIONAL FILMS LLC,40,78,1653690.0000,7564,806973.0000,983705.0000
2418,美國,寶可噩夢,2023/04/21,A24 INTERNATIONAL  LLC,74,37,1653627.0000,6186,1005912.0000,990949.0000
2419,美國,AI終結戰,2019/06/19,Freeway Entertainment Kft.,36,91,1649593.0000,8414,1287900.0000,1189193.0000
2420,美國,惡夜殺神,2021/04/21,RELAY MOTION KFT.,47,23,1640373.0000,7132,1464409.0000,893295.0000
2421,美國,滅世男孩,2024/05/17,RELAY MOTION KFT.,80,21,1639339.0000,7098,1347985.0000,1069842.0000
2422,美國,卡內陰,2016/12/02,BLUMHOUSE INTERNATIONAL INC.,27,36,1631403.0000,7596,1241478.0000,1029378.0000
2423,美國,法蒂瑪的奇蹟,2020/09/25,FREEWAY ENTERTAINMENT KFT.,46,31,1630589.0000,7609,999207.0000,1237785.0000
2424,美國,超完美家政婦,2024/09/13,RELAY MOTION KFT.,69,27,1607066.0000,6602,1354337.0000,809044.0000
2425,美國,無聲救援,2020/03/27,ROCKET SCIENCE INDUSTRIES LTD.,49,32,1602375.0000,6998,1159235.0000,1077997.0000
2426,美國,無路可退,2017/11/24,(英國)LIONS GATE INTERNATION(UK) LIMITED,20,68,1599216.0000,8032,1088045.0000,952746.0000
2427,美國,疤面教父,2020/07/10,FREEWAY ENTERTAINMENT KFT.,61,21,1594874.0000,6928,1321723.0000,1076452.0000
2428,美國,命懸生死線,2016/08/05,VOLTAGE PICTURES  LLC,27,56,1573808.0000,8255,1162194.0000,904898.0000
2429,美國,蜘蛛人：無家日 戲院加長版,2022/09/02,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,39,47,1572802.0000,5384,1035111.0000,1074720.0000
2430,美國,他們不再老去,2019/03/29,WARNER BROS. PICTURES INTERNATIONAL.,12,28,1563649.0000,6823,950636.0000,960843.0000
2431,美國,刀鋒劍客(英語版),2022/09/30,RELAY MOTION KFT.,56,54,1552761.0000,6642,554652.0000,1199926.0000
2432,美國,鬼店,2018/09/28,WARNER BROS. PICTURES INTERNATIONAL.,14,20,1535224.0000,6214,1392651.0000,1014239.0000
2433,美國,溫蒂的幸福劇本,2018/03/23,(英國)EMBANKMENT FILMS LIMITED.,35,57,1530557.0000,7769,1140296.0000,982857.0000
2434,美國,救命緝約,2022/03/25,STX PRODUCTIONS LLC,63,56,1528691.0000,7103,1271805.0000,936324.0000
2435,美國,喜幹會,2023/08/18,RELAY MOTION KFT.,51,42,1518954.0000,6162,1160938.0000,837485.0000
2436,美國,婚姻大崩壞,2020/06/12,BUENA VISTA INTERNATIONAL  INC.,82,64,1508864.0000,7325,1128959.0000,976704.0000
2437,美國,一級任務,2021/04/29,Accelerated Global Content LLC,81,105,1507407.0000,7174,1264863.0000,906687.0000
2438,美國,誰殺了大個子,2021/04/01,Good Films Enterprises LLC,67,85,1505862.0000,6878,1241941.0000,855458.0000
2439,美國,她的危險遊戲,2017/02/17,博偉電影股份有限公司,12,86,1505231.0000,7294,772738.0000,808355.0000
2440,美國,鬼臥床,2022/07/29,RELAY MOTION KFT.,51,20,1483770.0000,6009,1333533.0000,992990.0000
2441,美國,失憶殺神,2024/05/31,FILM 、 TV HOUSE LIMITED,59,28,1467353.0000,6174,1201890.0000,1015564.0000
2442,美國,她有話要說,2022/11/18,UNIVERSAL INTERNATIONAL FILMS LLC,85,47,1444420.0000,6285,942340.0000,874543.0000
2443,美國,美國心風暴(數位2D版),2016/10/28,LAKESHORE ENTERTAINMENT GROUP LLC,39,77,1436716.0000,7309,1067308.0000,779821.0000
2444,美國,孤狼救援,2024/10/18,RELAY MOTION KFT.,67,26,1425080.0000,6080,1218043.0000,966218.0000
2445,美國,真愛收信中,2018/06/01,(法國)STUDIOCANAL SAS,30,77,1394760.0000,7605,827462.0000,913793.0000
2446,美國,真愛鄰距離,2020/12/24,HANWAY FILMS LIMITED,65,78,1392981.0000,6758,1109791.0000,773078.0000
2447,美國,醜娃娃大冒險,2019/05/17,STX Productions  LLC,39,57,1383780.0000,6987,1045922.0000,1180905.0000
2448,美國,達賴的一生,2022/07/08,Studiocanal S.A.S,18,80,1379097.0000,6170,517534.0000,659477.0000
2449,美國,仙戒奇緣,2019/08/16,Gold Valley Films Inc.,24,78,1365465.0000,6635,931534.0000,970248.0000
2450,美國,天劫高手,2022/10/14,Atrium Productions Kft.,48,26,1356110.0000,5702,1098048.0000,943593.0000
2451,美國,蝙蝠俠對超人:正義曙光(數位2D版),2016/03/25,WARNER BROS. PICTURES INTERNATIONAL.,15,44,1351435.0000,17070,223890.0000,817895.0000
2452,美國,教父I,1972/01/01,United International Pictures,12,50,1349022.0000,5199,707634.0000,770616.0000
2453,美國,炫目之光,2019/08/16,WARNER BROS. PICTURES INTERNATIONAL.,41,59,1346049.0000,6615,1002282.0000,831234.0000
2454,美國,依然相信,2020/03/20,LIONS GATE INTERNATIONAL (UK) LIMITED,52,29,1343651.0000,5662,998767.0000,840608.0000
2455,美國,空中謎航,2020/12/31,STX Productions  LLC,46,68,1341044.0000,7482,936513.0000,763693.0000
2456,美國,劇場版 PSYCHO-PASS 心靈判官 PROVIDENCE ,2023/09/28,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,13,42,1326439.0000,4972,736414.0000,770619.0000
2457,美國,為妳唱的歌,2017/05/26,(匈牙利)GEM ENTERTAINMENT KFT,10,28,1317627.0000,5829,893547.0000,709328.0000
2458,美國,赤手登峰,2019/05/07,Park Circus Limited,10,36,1301080.0000,6001,567174.0000,776260.0000
2459,美國,佩佩的電影派對（國語版）,2024/02/03,Trafalgar Releasing Ltd.,19,36,1296508.0000,4651,748389.0000,737313.0000
2460,美國,我的A級秘密,2020/07/03,EMBANKMENT FILMS LIMITED,42,21,1295476.0000,5539,984873.0000,861536.0000
2461,美國,一個人的逃亡,2024/01/19,PATHE FUND LIMITED,38,40,1289814.0000,5523,810277.0000,798608.0000
2462,美國,絕命通話,2022/03/11,Boies、Schiller Film Group Inc.,65,15,1287057.0000,5698,1123952.0000,865137.0000
2463,美國,愛無止盡德蕾莎,2016/09/02,EASTERNLIGHT FILMS LIMITED,13,25,1286615.0000,5769,811295.0000,745220.0000
2464,美國,鬼壓床,2017/12/08,(英國)GOLDCREST FILMS INTERNATIONAL LIMITED,16,28,1277204.0000,5696,991275.0000,859544.0000
2465,美國,大法師：公開完整版,2020/10/30,WARNER BROS. PICTURES INTERNATIONAL.,36,21,1265420.0000,5222,976046.0000,837982.0000
2466,美國,失落之城,2017/06/02,SIERRA、AFFINITY LLC,12,65,1263859.0000,6809,637578.0000,808969.0000
2467,美國,蜘蛛驚,2024/05/01,Cornerstone Films Ltd,66,30,1257722.0000,5120,1030723.0000,635094.0000
2468,美國,高玩殺手,2021/09/24,STX PRODUCTIONS LLC,73,42,1254214.0000,5751,1053335.0000,841059.0000
2469,美國,紅色密令,2019/05/31,EMBANKMENT FILMS LIMITED,21,76,1249285.0000,6902,586574.0000,808445.0000
2470,美國,老人與槍,2019/01/25,GEM Entertainment Kft.,19,44,1248126.0000,5705,813461.0000,743582.0000
2471,美國,鬥陣俱樂部,2017/09/22,(英國)PARK CIRCUS LIMITED,10,28,1240062.0000,5538,654215.0000,614113.0000
2472,美國,愛與黑暗的故事,2016/09/23,VOLTAGE PICTURES LLC,22,17,1224464.0000,5390,928628.0000,764679.0000
2473,美國,神鬼網戰,2021/04/01,FREEWAY ENTERTAINMENT KFT.,38,22,1222786.0000,5344,1084570.0000,684326.0000
2474,美國,血客聯盟,2021/10/22,STUDIOCANAL,45,23,1217900.0000,5131,1092345.0000,806870.0000
2475,美國,全面攻佔2：倫敦救援,2016/03/04,NU IMAGE INCORPORATED.,15,62,1212310.0000,13512,224255.0000,677485.0000
2476,美國,靈異詭店,2021/04/23,PREMIERE ENTERTIANMENT GROUP LLC,28,19,1209542.0000,5136,983280.0000,895793.0000
2477,美國,說不出的告別,2020/11/27,MILLENNIUM MEDIA  INC.,49,70,1198477.0000,6105,810778.0000,743477.0000
2478,美國,夜驚,2018/11/02,BATRAX ENTERTAINMENT B.V.,19,27,1197642.0000,5231,920933.0000,814432.0000
2479,美國,北非諜影,1947/01/31,WARNER BROS. PICTURES INTERNATIONAL.,60,47,1191675.0000,5199,653610.0000,689936.0000
2480,美國,辛德勒的名單(25週年數位經典版),1993/12/15,UNIVERSAL INTERNATIONAL FILMS LLC,15,35,1176654.0000,4599,810445.0000,667097.0000
2481,美國,貝爾法斯特,2022/03/11,UNIVERSAL INTERNATIONAL FILMS LLC,17,77,1167839.0000,5447,553318.0000,626225.0000
2482,美國,冤親債主,2017/01/06,STX PRODUCTIONS LLC,14,21,1167505.0000,5434,850256.0000,704160.0000
2483,美國,被遺忘的幸福,2018/11/30,(匈牙利)FREEWAY ENTERTAINMENT KFT.,25,65,1160341.0000,5448,649206.0000,770846.0000
2484,美國,愛上火星男孩,2017/04/07,STX PRODUCTIONS LLC,32,43,1159073.0000,6326,856578.0000,802703.0000
2485,美國,五月的你，十二月的她,2023/11/24,RELAY MOTION KFT.,59,34,1157213.0000,4780,815938.0000,626092.0000
2486,美國,RBG：不恐龍大法官,2019/03/08,Magnolia Pictures LLC,12,39,1111048.0000,5163,377653.0000,665523.0000
2487,美國,異類占領,2019/04/12,Storyteller Distribution Co.  LLC,49,17,1107394.0000,4968,1021979.0000,743137.0000
2488,美國,鬼船瑪麗號,2019/10/18,FILM 、 TV HOUSE LIMITED,41,42,1094685.0000,5089,985035.0000,735615.0000
2489,美國,惡靈20,2020/01/10,Hyde Park Entertainment LLC,35,27,1091478.0000,4823,925453.0000,660788.0000
2490,美國,吸血鬼獵人D,2021/09/17,RAMACO ENTERTAINMENT llc.,23,37,1082177.0000,4272,519878.0000,620140.0000
2491,美國,新核能時代,2023/10/27,MEDIAWAN RIGHTS,18,30,1076817.0000,4681,324638.0000,975700.0000
2492,美國,我願意,2018/08/24,STX PRODUCTIONS LLC,31,56,1073071.0000,6335,704611.0000,661996.0000
2493,美國,萬花嬉春,2020/06/25,WARNER BROS. PICTURES INTERNATIONAL.,49,41,1049327.0000,4435,560619.0000,536641.0000
2494,美國,狩獵者：凜冬之戰,2016/04/08,美國環球影片公司,16,28,1041610.0000,13499,384940.0000,642430.0000
2495,美國,魔坑,2021/03/12,XYZ FILMS LLC,42,20,1039041.0000,4436,870387.0000,728827.0000
2496,美國,雙面遊戲,2020/05/22,GEM Entertainment Kft.,28,102,1037871.0000,7507,550849.0000,691651.0000
2497,美國,愛．子,2023/01/13,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,51,53,1034087.0000,4998,555028.0000,515189.0000
2498,美國,黑色追緝令,2017/03/31,MIRAMAX LLC,6,21,1033223.0000,4691,625593.0000,535505.0000
2499,美國,壞事大飯店,2018/11/23,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,12,49,1033112.0000,5055,674169.0000,596077.0000
2500,美國,教父II,1974/01/01,United International Pictures,12,50,1022954.0000,3885,459138.0000,472728.0000
2501,美國,弒樂園,2021/03/05,RELAY MOTION KFT.,32,25,1022900.0000,4278,822862.0000,660059.0000
2502,美國,艾瑪﹒,2020/03/06,UNIVERSAL INTERNATIONAL FILMS LLC,22,61,1020357.0000,4680,655433.0000,629277.0000
2503,美國,義美超級爸,2023/06/16,RELAY MOTION KFT.,57,27,1018738.0000,4475,713514.0000,658677.0000
2504,美國,末世異種,2018/05/04,VOLTAGE PICTURES,21,19,1007383.0000,4434,861223.0000,658678.0000
2505,美國,玻璃城堡,2017/09/01,(英國)LIONS GATE INTERNATIONAL (UK)LIMITED,17,35,1003389.0000,4644,726294.0000,622049.0000
2988,美/黎巴嫩,我想有個家,2019/02/08,海鵬影業有限公司,13,53,3367695.0000,15956,1340165.0000,2124057.0000
2995,柬埔寨,鬼氣球,2024/06/14,SKYLINE MEDIA CO.  LTD.,48,21,1387374.0000,5403,1120117.0000,862757.0000
3000,俄羅斯,守護者聯盟,2017/02/24,(賽普勒斯)DECOMPIS TRADING LIMITED,72,82,13833389.0000,61562,12298521.0000,9268462.0000
3001,俄羅斯,遺落夢境,2020/09/30,RELAY MOTION KFT.,50,35,9403627.0000,39168,6804018.0000,5492357.0000
3002,俄羅斯,T-34：玩命坦克,2021/02/03,MME LLC,44,37,6786160.0000,28548,2922765.0000,3513853.0000
3003,俄羅斯,末日異戰,2020/04/17,ART PICTURES DISTRIBUTION LLC,51,43,4535829.0000,19400,2613591.0000,3108548.0000
3004,俄羅斯,神佈局,2018/07/20,(美國)FREEWAY ENTERTAINMENT KFT.,43,52,4035874.0000,20395,3079245.0000,2892949.0000
3005,俄羅斯,異星引力,2017/03/03,ART PICTURES STUDIO,53,43,3968248.0000,17933,3217163.0000,2862875.0000
3006,俄羅斯,失控特工 ,2020/06/19,Central Partnership Sales House,52,90,3561260.0000,18999,2022079.0000,2334562.0000
3007,俄羅斯,厲可拍,2018/09/28,DECOMPIS TRADING LIMITED,37,28,3326711.0000,14479,2646840.0000,2420462.0000
3008,俄羅斯,魔法禁界,2019/09/06,Media Film International,50,45,3119092.0000,14137,2476151.0000,2277347.0000
3009,俄羅斯,末日倒數12小時,2024/08/23,RELAY MOTION KFT.,65,37,2869013.0000,11610,2280499.0000,1778816.0000
3010,俄羅斯,黑暗戰域,2020/05/08,CENTRAL PARTNERSHIP SALES HOUSE,53,35,2747095.0000,11891,1896972.0000,1794991.0000
3011,俄羅斯,外星異種,2020/11/27,RELAY MOTION KFT.,50,15,2686396.0000,11430,2447837.0000,1816132.0000
3012,俄羅斯,雪后奇緣,2023/08/18,Luminescence Kft.,42,67,2676029.0000,12081,1471092.0000,1962312.0000
3013,俄羅斯,海豚總動員,2021/01/29,Luminescence Kft.,62,70,2375473.0000,11816,1439313.0000,1495943.0000
3014,俄羅斯,喵喵博物館(英文版),2023/08/11,Luminescence Kft.,31,38,2197414.0000,9523,1099358.0000,1183458.0000
3015,俄羅斯,胡桃鉗與魔笛公主的奇幻冒險(英文版),2023/02/24,Luminescence Kft.,31,64,2156432.0000,9284,1491722.0000,1334560.0000
3016,俄羅斯,鬼保母,2022/01/07,CENTRAL PARTNERSHIP SALES HOUSE,26,48,1408299.0000,5895,887447.0000,917299.0000
3017,俄羅斯,絕世名伶,2019/08/09,(德國)KINOSTAR FILMVERLEIH GMBH,12,52,1147771.0000,5657,594841.0000,641241.0000
3018,俄羅斯,絕命第19排,2022/03/11,RELAY MOTION KFT.,56,20,1142788.0000,5095,1054624.0000,787827.0000
3019,俄羅斯,德古拉的新娘 ,2023/10/06,Luminescence Kft.,24,37,1131494.0000,4723,869633.0000,624035.0000
3067,阿根廷,密謀,2018/09/14,(西班牙)LATIDO CONSORCIO DE EXPORTACION DEL CINE ESPANOL SL,17,52,2219381.0000,9700,1512482.0000,1350025.0000
3068,阿根廷,鬼燭靈,2024/02/16,RELAY MOTION KFT.,55,40,2042771.0000,8037,1388827.0000,1243747.0000
3084,阿拉伯聯合大公國,假會徵信社,2016/06/17,SOUNDSPACE INTERNATIONAL LTD.,34,77,5072080.0000,23187,3085866.0000,3229050.0000
3104,波蘭,沒有煙硝的愛情,2018/12/08,MK2 Films,16,57,2070453.0000,9489,757348.0000,1240498.0000
3105,波蘭,拜金女王的性愛派對,2022/06/24,Cinema Management Group LLC,29,93,1016821.0000,4699,654223.0000,584729.0000
3140,法國,獵殺星期一(數位2D版),2017/09/07,SOCIETE NOUVELLE DE DISTRIBUTION,90,104,68647131.0000,299342,26999922.0000,41407322.0000
3141,法國,疾速救援,2018/01/12,STUDIOCANAL,70,76,56860489.0000,246949,30632527.0000,36333014.0000
3142,法國,星際特工瓦雷諾：千星之城(數位2D),2017/08/03,EUROPA CORP,88,86,32546668.0000,141679,19191869.0000,19966068.0000
3143,法國,神鬼駭客：史諾登(數位2D版),2016/09/23,WILD BUNCH,76,88,26229988.0000,117309,16418506.0000,17177996.0000
3144,法國,終極殺陣5,2018/04/12,T5 PRODUCTION,80,92,26134935.0000,120231,15198557.0000,16869898.0000
3145,法國,女王的柯基,2019/04/12,CHARADES SAS,74,112,23216543.0000,105065,8775008.0000,18001263.0000
3146,法國,再見機器人,2024/02/14,elle Driver,38,264,16700018.0000,66015,846355.0000,9904393.0000
3147,法國,盜速飛車,2017/07/14,KINOLOGY,59,51,14263390.0000,64843,8931111.0000,8774505.0000
3148,法國,我的老爸喵星人,2016/09/02,EUROPACORP,44,79,12287402.0000,53072,6695847.0000,9237569.0000
3149,法國,潛龍突擊隊,2017/08/31,EUROPA CORP,74,91,11285336.0000,52603,8546317.0000,7098426.0000
3150,法國,攻敵必救,2017/03/03,EUROPA CORP,45,111,10314540.0000,47380,3269310.0000,6115158.0000
3151,法國,全面霾伏,2018/08/24,TF1 DROITS AUDIOVISUELS,41,62,8347362.0000,37220,5872422.0000,5369157.0000
3152,法國,人犬,2023/12/29,KINOLOGY,106,114,8035480.0000,32893,4589889.0000,4947643.0000
3153,法國,墜惡真相,2024/01/27,MK2 Films ,54,133,5949489.0000,23412,1283530.0000,3414297.0000
3154,法國,石器小英雄,2018/01/26,STUDIOCANAL,42,59,5481267.0000,24749,2782643.0000,2727487.0000
3155,法國,育陰房,2016/11/25,EUROPA CORP,45,27,5273898.0000,23472,4066083.0000,3621233.0000
3156,法國,森林特攻隊：大腳丫家族,2020/09/30,Charades,80,117,5148624.0000,25132,2928004.0000,4012307.0000
3157,法國,城市獵人,2019/05/24,SOFINERGIE CAPAC,52,82,4476479.0000,20930,3124458.0000,3057604.0000
3158,法國,燃燒女子的畫像,2019/12/20,MK2 Films,18,161,3629713.0000,16459,759319.0000,1802230.0000
3159,法國,芭蕾奇緣,2017/07/28,GAUMONT S.A.,17,70,3333070.0000,15688,1081470.0000,2079900.0000
3160,法國,最酷的旅伴,2018/04/03,(匈牙利)FREEWAY ENTERTAINMENT KFT.,10,68,3001325.0000,13993,1047760.0000,1518265.0000
3161,法國,高盧英雄歷險記：魔法藥水,2020/08/21,RELAY MOTION KFT.,43,36,2990799.0000,12616,1808707.0000,1556385.0000
3162,法國,厄夢娃娃屋,2018/04/20,KINOLOGY,39,33,2854876.0000,12302,2029625.0000,1760986.0000
